Region,Segment,Sub-segment,Sub-segment 1,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
Rest of Europe,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",44.00,45.00,47.00,48.00,50.00,51.00,53.00,54.00,56.00,57.00,59.00,61.00,62.00
China,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,"2,733.00","2,862.00","2,995.00","3,141.00","3,295.00","3,459.00","3,627.00","3,798.00","3,971.00","4,154.00","4,346.00","4,541.00","4,736.00"
China,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"5,380.00","5,737.00","6,120.00","6,535.00","6,980.00","7,456.00","7,971.00","8,518.00","9,096.00","9,701.00","10,332.00","10,985.00","11,650.00"
China,By Equipment Type,Storage Equipment,Silos,298.00,313.00,328.00,344.00,361.00,379.00,398.00,418.00,439.00,461.00,482.00,503.00,525.00
China,By Equipment Type,Storage Equipment,Storage bins and hoppers,"2,069.00","2,181.00","2,296.00","2,412.00","2,533.00","2,667.00","2,818.00","2,980.00","3,150.00","3,323.00","3,504.00","3,695.00","3,893.00"
China,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,"1,170.00","1,241.00","1,312.00","1,383.00","1,459.00","1,541.00","1,632.00","1,731.00","1,834.00","1,939.00","2,048.00","2,163.00","2,282.00"
China,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes","2,328.00","2,445.00","2,568.00","2,702.00","2,845.00","2,994.00","3,148.00","3,304.00","3,463.00","3,629.00","3,807.00","3,990.00","4,174.00"
China,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,"2,662.00","2,813.00","2,974.00","3,140.00","3,305.00","3,475.00","3,652.00","3,846.00","4,062.00","4,290.00","4,532.00","4,780.00","5,031.00"
China,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"6,233.00","6,649.00","7,096.00","7,564.00","8,038.00","8,522.00","9,031.00","9,591.00","10,207.00","10,853.00","11,539.00","12,237.00","12,945.00"
China,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,"2,455.00","2,627.00","2,798.00","2,974.00","3,161.00","3,368.00","3,601.00","3,854.00","4,121.00","4,400.00","4,694.00","5,008.00","5,339.00"
China,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,877.00,922.00,971.00,"1,022.00","1,073.00","1,122.00","1,172.00","1,225.00","1,284.00","1,348.00","1,415.00","1,481.00","1,547.00"
China,By Equipment Type,Sorting and Grading Equipment,Optical sorters,482.00,529.00,580.00,638.00,702.00,773.00,851.00,935.00,"1,025.00","1,122.00","1,226.00","1,338.00","1,458.00"
China,By Equipment Type,Sorting and Grading Equipment,Size graders,"3,108.00","3,297.00","3,501.00","3,715.00","3,931.00","4,146.00","4,369.00","4,610.00","4,877.00","5,168.00","5,471.00","5,777.00","6,087.00"
China,By Equipment Type,Sorting and Grading Equipment,Weight graders,"2,018.00","2,155.00","2,302.00","2,456.00","2,613.00","2,773.00","2,942.00","3,128.00","3,332.00","3,547.00","3,775.00","4,008.00","4,244.00"
China,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,"1,187.00","1,250.00","1,318.00","1,388.00","1,458.00","1,526.00","1,595.00","1,669.00","1,751.00","1,840.00","1,932.00","2,025.00","2,117.00"
China,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,57.00,61.00,66.00,70.00,75.00,81.00,87.00,93.00,100.00,107.00,115.00,122.00,130.00
China,By Equipment Type,Thermal Processing Equipment,Roasting systems,"2,253.00","2,438.00","2,639.00","2,866.00","3,117.00","3,389.00","3,679.00","3,983.00","4,300.00","4,638.00","5,006.00","5,399.00","5,815.00"
China,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,"1,624.00","1,728.00","1,831.00","1,936.00","2,047.00","2,169.00","2,303.00","2,449.00","2,601.00","2,756.00","2,919.00","3,091.00","3,268.00"
China,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",263.00,280.00,299.00,319.00,341.00,365.00,389.00,416.00,442.00,470.00,499.00,528.00,559.00
India,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,"2,534.00","2,690.00","2,859.00","3,038.00","3,219.00","3,406.00","3,602.00","3,812.00","4,038.00","4,280.00","4,532.00","4,789.00","5,054.00"
India,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"4,062.00","4,372.00","4,711.00","5,081.00","5,483.00","5,921.00","6,402.00","6,930.00","7,496.00","8,092.00","8,712.00","9,344.00","9,996.00"
India,By Equipment Type,Storage Equipment,Silos,189.00,201.00,213.00,227.00,241.00,257.00,273.00,290.00,309.00,327.00,347.00,367.00,388.00
India,By Equipment Type,Storage Equipment,Storage bins and hoppers,"2,138.00","2,276.00","2,425.00","2,585.00","2,756.00","2,941.00","3,141.00","3,354.00","3,580.00","3,817.00","4,066.00","4,328.00","4,600.00"
India,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,827.00,884.00,942.00,"1,001.00","1,064.00","1,134.00","1,212.00","1,298.00","1,387.00","1,482.00","1,581.00","1,688.00","1,801.00"
India,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes","2,021.00","2,142.00","2,271.00","2,410.00","2,557.00","2,716.00","2,887.00","3,069.00","3,260.00","3,461.00","3,669.00","3,887.00","4,113.00"
India,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,"2,164.00","2,307.00","2,457.00","2,622.00","2,799.00","2,990.00","3,191.00","3,400.00","3,618.00","3,852.00","4,100.00","4,359.00","4,628.00"
India,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"5,731.00","6,133.00","6,570.00","7,046.00","7,563.00","8,126.00","8,744.00","9,417.00","10,137.00","10,897.00","11,685.00","12,487.00","13,305.00"
India,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,"2,159.00","2,333.00","2,524.00","2,737.00","2,968.00","3,219.00","3,490.00","3,779.00","4,084.00","4,402.00","4,738.00","5,094.00","5,468.00"
India,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,629.00,664.00,702.00,743.00,787.00,834.00,885.00,940.00,997.00,"1,056.00","1,116.00","1,174.00","1,233.00"
India,By Equipment Type,Sorting and Grading Equipment,Optical sorters,380.00,421.00,466.00,517.00,573.00,636.00,706.00,783.00,869.00,963.00,"1,064.00","1,174.00","1,293.00"
India,By Equipment Type,Sorting and Grading Equipment,Size graders,"2,320.00","2,484.00","2,659.00","2,852.00","3,060.00","3,284.00","3,519.00","3,760.00","4,006.00","4,264.00","4,541.00","4,835.00","5,139.00"
India,By Equipment Type,Sorting and Grading Equipment,Weight graders,"1,359.00","1,466.00","1,585.00","1,714.00","1,850.00","1,990.00","2,138.00","2,296.00","2,469.00","2,657.00","2,858.00","3,068.00","3,287.00"
India,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,"1,689.00","1,792.00","1,901.00","2,019.00","2,146.00","2,280.00","2,425.00","2,578.00","2,738.00","2,905.00","3,078.00","3,255.00","3,434.00"
India,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,39.00,42.00,46.00,50.00,54.00,59.00,64.00,69.00,75.00,81.00,88.00,95.00,102.00
India,By Equipment Type,Thermal Processing Equipment,Roasting systems,"1,845.00","2,016.00","2,205.00","2,408.00","2,623.00","2,852.00","3,101.00","3,379.00","3,691.00","4,033.00","4,408.00","4,812.00","5,243.00"
India,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,"1,517.00","1,635.00","1,763.00","1,899.00","2,039.00","2,185.00","2,339.00","2,510.00","2,699.00","2,900.00","3,115.00","3,338.00","3,568.00"
India,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",143.00,154.00,165.00,177.00,190.00,204.00,220.00,237.00,255.00,274.00,293.00,315.00,337.00
Japan,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,854.00,887.00,921.00,956.00,988.00,"1,020.00","1,052.00","1,087.00","1,126.00","1,165.00","1,206.00","1,245.00","1,281.00"
Japan,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,587.00","1,673.00","1,765.00","1,863.00","1,967.00","2,076.00","2,192.00","2,315.00","2,442.00","2,571.00","2,702.00","2,835.00","2,967.00"
Japan,By Equipment Type,Storage Equipment,Silos,93.00,96.00,99.00,103.00,106.00,109.00,113.00,117.00,121.00,125.00,129.00,133.00,137.00
Japan,By Equipment Type,Storage Equipment,Storage bins and hoppers,699.00,725.00,752.00,779.00,810.00,843.00,878.00,916.00,955.00,994.00,"1,032.00","1,068.00","1,103.00"
Japan,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,341.00,357.00,371.00,385.00,400.00,417.00,435.00,455.00,476.00,496.00,517.00,539.00,562.00
Japan,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",725.00,753.00,783.00,814.00,844.00,875.00,905.00,937.00,972.00,"1,008.00","1,044.00","1,080.00","1,115.00"
Japan,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,865.00,901.00,938.00,978.00,"1,021.00","1,065.00","1,110.00","1,155.00","1,200.00","1,247.00","1,296.00","1,347.00","1,397.00"
Japan,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,873.00","1,969.00","2,072.00","2,179.00","2,288.00","2,392.00","2,499.00","2,615.00","2,741.00","2,877.00","3,017.00","3,156.00","3,293.00"
Japan,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,749.00,786.00,823.00,860.00,900.00,945.00,995.00,"1,049.00","1,105.00","1,163.00","1,222.00","1,284.00","1,349.00"
Japan,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,322.00,333.00,344.00,357.00,371.00,386.00,401.00,415.00,429.00,442.00,457.00,471.00,486.00
Japan,By Equipment Type,Sorting and Grading Equipment,Optical sorters,182.00,196.00,213.00,231.00,251.00,273.00,296.00,320.00,346.00,373.00,402.00,434.00,467.00
Japan,By Equipment Type,Sorting and Grading Equipment,Size graders,"1,059.00","1,107.00","1,151.00","1,195.00","1,240.00","1,289.00","1,344.00","1,404.00","1,463.00","1,522.00","1,581.00","1,641.00","1,701.00"
Japan,By Equipment Type,Sorting and Grading Equipment,Weight graders,612.00,641.00,670.00,698.00,727.00,759.00,795.00,834.00,874.00,915.00,957.00,"1,002.00","1,048.00"
Japan,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,227.00,235.00,244.00,253.00,261.00,269.00,278.00,287.00,297.00,308.00,320.00,331.00,342.00
Japan,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,21.00,22.00,24.00,25.00,27.00,28.00,30.00,32.00,34.00,35.00,37.00,39.00,41.00
Japan,By Equipment Type,Thermal Processing Equipment,Roasting systems,599.00,636.00,676.00,720.00,767.00,818.00,872.00,932.00,995.00,"1,061.00","1,128.00","1,195.00","1,264.00"
Japan,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,368.00,386.00,406.00,425.00,444.00,463.00,484.00,506.00,530.00,556.00,583.00,610.00,637.00
Japan,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",82.00,86.00,90.00,94.00,99.00,104.00,109.00,115.00,121.00,127.00,133.00,139.00,145.00
South Korea,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,570.00,593.00,615.00,640.00,667.00,694.00,721.00,749.00,776.00,804.00,834.00,863.00,891.00
South Korea,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,144.00","1,206.00","1,272.00","1,344.00","1,421.00","1,503.00","1,592.00","1,688.00","1,789.00","1,893.00","1,998.00","2,102.00","2,207.00"
South Korea,By Equipment Type,Storage Equipment,Silos,64.00,66.00,70.00,73.00,76.00,79.00,81.00,85.00,88.00,91.00,95.00,98.00,102.00
South Korea,By Equipment Type,Storage Equipment,Storage bins and hoppers,583.00,611.00,640.00,671.00,702.00,733.00,764.00,798.00,835.00,875.00,916.00,958.00,999.00
South Korea,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,249.00,260.00,273.00,286.00,300.00,315.00,331.00,348.00,366.00,384.00,402.00,421.00,441.00
South Korea,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",591.00,613.00,637.00,662.00,689.00,717.00,748.00,781.00,815.00,849.00,883.00,915.00,945.00
South Korea,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,585.00,612.00,641.00,671.00,701.00,729.00,759.00,790.00,825.00,864.00,904.00,944.00,984.00
South Korea,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,400.00","1,475.00","1,556.00","1,639.00","1,723.00","1,805.00","1,891.00","1,982.00","2,084.00","2,196.00","2,313.00","2,431.00","2,551.00"
South Korea,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,571.00,604.00,637.00,670.00,705.00,743.00,786.00,833.00,881.00,932.00,984.00,"1,040.00","1,098.00"
South Korea,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,250.00,259.00,269.00,280.00,291.00,303.00,315.00,327.00,339.00,351.00,363.00,376.00,388.00
South Korea,By Equipment Type,Sorting and Grading Equipment,Optical sorters,122.00,133.00,144.00,157.00,171.00,186.00,202.00,220.00,239.00,259.00,281.00,304.00,328.00
South Korea,By Equipment Type,Sorting and Grading Equipment,Size graders,699.00,732.00,768.00,806.00,843.00,880.00,919.00,960.00,"1,004.00","1,050.00","1,098.00","1,145.00","1,193.00"
South Korea,By Equipment Type,Sorting and Grading Equipment,Weight graders,409.00,431.00,454.00,479.00,506.00,534.00,563.00,594.00,627.00,660.00,694.00,729.00,764.00
South Korea,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,250.00,261.00,271.00,281.00,292.00,304.00,318.00,331.00,345.00,358.00,371.00,384.00,398.00
South Korea,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,16.00,17.00,18.00,19.00,21.00,22.00,23.00,25.00,26.00,28.00,30.00,31.00,33.00
South Korea,By Equipment Type,Thermal Processing Equipment,Roasting systems,450.00,483.00,517.00,556.00,596.00,640.00,688.00,737.00,789.00,845.00,905.00,968.00,"1,034.00"
South Korea,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,296.00,312.00,328.00,346.00,365.00,385.00,406.00,427.00,448.00,469.00,492.00,515.00,539.00
South Korea,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",47.00,49.00,52.00,55.00,59.00,62.00,65.00,68.00,72.00,76.00,80.00,84.00,89.00
ASEAN,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,"1,783.00","1,874.00","1,971.00","2,076.00","2,188.00","2,307.00","2,436.00","2,576.00","2,721.00","2,869.00","3,016.00","3,159.00","3,300.00"
ASEAN,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"2,820.00","3,038.00","3,282.00","3,546.00","3,827.00","4,114.00","4,417.00","4,741.00","5,095.00","5,477.00","5,885.00","6,312.00","6,757.00"
ASEAN,By Equipment Type,Storage Equipment,Silos,148.00,157.00,165.00,173.00,181.00,191.00,201.00,213.00,225.00,237.00,249.00,263.00,277.00
ASEAN,By Equipment Type,Storage Equipment,Storage bins and hoppers,"1,723.00","1,826.00","1,935.00","2,050.00","2,174.00","2,310.00","2,460.00","2,619.00","2,785.00","2,953.00","3,123.00","3,294.00","3,467.00"
ASEAN,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,639.00,679.00,723.00,770.00,821.00,877.00,936.00,"1,000.00","1,066.00","1,134.00","1,203.00","1,272.00","1,343.00"
ASEAN,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes","1,454.00","1,541.00","1,636.00","1,735.00","1,836.00","1,935.00","2,039.00","2,151.00","2,274.00","2,408.00","2,549.00","2,692.00","2,835.00"
ASEAN,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,"1,540.00","1,640.00","1,748.00","1,862.00","1,977.00","2,093.00","2,214.00","2,345.00","2,490.00","2,648.00","2,814.00","2,982.00","3,154.00"
ASEAN,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"3,841.00","4,097.00","4,372.00","4,670.00","4,988.00","5,332.00","5,704.00","6,102.00","6,524.00","6,970.00","7,437.00","7,930.00","8,444.00"
ASEAN,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,"1,515.00","1,629.00","1,752.00","1,888.00","2,035.00","2,194.00","2,362.00","2,538.00","2,724.00","2,924.00","3,141.00","3,371.00","3,612.00"
ASEAN,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,482.00,511.00,542.00,575.00,609.00,643.00,678.00,715.00,753.00,792.00,833.00,874.00,916.00
ASEAN,By Equipment Type,Sorting and Grading Equipment,Optical sorters,274.00,303.00,336.00,371.00,410.00,451.00,496.00,546.00,601.00,662.00,728.00,799.00,875.00
ASEAN,By Equipment Type,Sorting and Grading Equipment,Size graders,"1,668.00","1,780.00","1,900.00","2,025.00","2,152.00","2,282.00","2,418.00","2,568.00","2,733.00","2,906.00","3,090.00","3,277.00","3,467.00"
ASEAN,By Equipment Type,Sorting and Grading Equipment,Weight graders,996.00,"1,070.00","1,152.00","1,239.00","1,330.00","1,424.00","1,523.00","1,630.00","1,746.00","1,869.00","1,998.00","2,129.00","2,265.00"
ASEAN,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,"1,020.00","1,076.00","1,135.00","1,200.00","1,268.00","1,343.00","1,422.00","1,506.00","1,592.00","1,679.00","1,766.00","1,852.00","1,938.00"
ASEAN,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,29.00,32.00,34.00,37.00,40.00,43.00,46.00,50.00,53.00,58.00,62.00,67.00,72.00
ASEAN,By Equipment Type,Thermal Processing Equipment,Roasting systems,"1,394.00","1,515.00","1,649.00","1,793.00","1,946.00","2,104.00","2,274.00","2,462.00","2,671.00","2,904.00","3,158.00","3,428.00","3,715.00"
ASEAN,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,"1,053.00","1,125.00","1,202.00","1,286.00","1,376.00","1,474.00","1,577.00","1,685.00","1,797.00","1,918.00","2,047.00","2,182.00","2,322.00"
ASEAN,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",103.00,111.00,119.00,128.00,138.00,147.00,157.00,168.00,180.00,193.00,206.00,219.00,233.00
Australia,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,767.00,788.00,811.00,834.00,855.00,876.00,896.00,918.00,941.00,965.00,990.00,"1,012.00","1,034.00"
Australia,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,412.00","1,484.00","1,561.00","1,641.00","1,721.00","1,802.00","1,883.00","1,969.00","2,061.00","2,158.00","2,256.00","2,353.00","2,450.00"
Australia,By Equipment Type,Storage Equipment,Silos,72.00,74.00,76.00,79.00,81.00,83.00,85.00,87.00,90.00,92.00,95.00,97.00,99.00
Australia,By Equipment Type,Storage Equipment,Storage bins and hoppers,640.00,662.00,686.00,710.00,733.00,756.00,779.00,804.00,832.00,860.00,890.00,919.00,947.00
Australia,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,303.00,313.00,323.00,334.00,345.00,358.00,371.00,386.00,401.00,415.00,430.00,442.00,455.00
Australia,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",587.00,606.00,627.00,649.00,671.00,693.00,714.00,735.00,757.00,779.00,800.00,821.00,840.00
Australia,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,672.00,697.00,724.00,753.00,781.00,809.00,836.00,864.00,892.00,920.00,949.00,976.00,"1,002.00"
Australia,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,669.00","1,734.00","1,803.00","1,870.00","1,940.00","2,017.00","2,102.00","2,190.00","2,277.00","2,360.00","2,445.00","2,532.00","2,621.00"
Australia,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,646.00,678.00,713.00,749.00,784.00,819.00,855.00,893.00,934.00,976.00,"1,020.00","1,063.00","1,107.00"
Australia,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,312.00,321.00,329.00,338.00,348.00,358.00,368.00,377.00,386.00,396.00,406.00,415.00,425.00
Australia,By Equipment Type,Sorting and Grading Equipment,Optical sorters,158.00,169.00,181.00,195.00,209.00,225.00,242.00,259.00,278.00,297.00,319.00,341.00,364.00
Australia,By Equipment Type,Sorting and Grading Equipment,Size graders,862.00,890.00,919.00,951.00,983.00,"1,017.00","1,053.00","1,090.00","1,127.00","1,165.00","1,201.00","1,237.00","1,270.00"
Australia,By Equipment Type,Sorting and Grading Equipment,Weight graders,496.00,516.00,535.00,552.00,571.00,592.00,615.00,640.00,666.00,692.00,718.00,745.00,772.00
Australia,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,230.00,236.00,242.00,249.00,256.00,264.00,271.00,278.00,285.00,293.00,300.00,308.00,315.00
Australia,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00,26.00,27.00,28.00
Australia,By Equipment Type,Thermal Processing Equipment,Roasting systems,561.00,592.00,626.00,663.00,701.00,738.00,777.00,819.00,866.00,917.00,971.00,"1,026.00","1,082.00"
Australia,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,331.00,344.00,357.00,371.00,386.00,402.00,418.00,435.00,452.00,470.00,487.00,504.00,521.00
Australia,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",67.00,70.00,73.00,76.00,79.00,83.00,86.00,90.00,93.00,97.00,101.00,105.00,109.00
Rest of Asia Pacific,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,680.00,701.00,721.00,739.00,758.00,779.00,802.00,827.00,853.00,877.00,901.00,925.00,949.00
Rest of Asia Pacific,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,043.00","1,091.00","1,144.00","1,203.00","1,266.00","1,335.00","1,408.00","1,485.00","1,563.00","1,642.00","1,719.00","1,795.00","1,871.00"
Rest of Asia Pacific,By Equipment Type,Storage Equipment,Silos,54.00,56.00,58.00,60.00,62.00,64.00,66.00,68.00,70.00,72.00,74.00,76.00,78.00
Rest of Asia Pacific,By Equipment Type,Storage Equipment,Storage bins and hoppers,514.00,532.00,551.00,573.00,596.00,620.00,646.00,674.00,702.00,729.00,755.00,780.00,804.00
Rest of Asia Pacific,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,222.00,232.00,242.00,253.00,263.00,273.00,284.00,295.00,308.00,320.00,334.00,347.00,359.00
Rest of Asia Pacific,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",497.00,513.00,529.00,547.00,566.00,586.00,605.00,625.00,644.00,665.00,686.00,706.00,726.00
Rest of Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,574.00,593.00,613.00,634.00,657.00,681.00,708.00,736.00,765.00,794.00,822.00,847.00,871.00
Rest of Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,379.00","1,439.00","1,506.00","1,577.00","1,646.00","1,715.00","1,785.00","1,862.00","1,948.00","2,036.00","2,129.00","2,221.00","2,312.00"
Rest of Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,539.00,567.00,595.00,627.00,661.00,697.00,733.00,771.00,809.00,848.00,891.00,935.00,979.00
Rest of Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,176.00,181.00,187.00,193.00,199.00,205.00,212.00,219.00,226.00,233.00,240.00,246.00,253.00
Rest of Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Optical sorters,95.00,103.00,112.00,120.00,130.00,139.00,150.00,161.00,174.00,187.00,202.00,217.00,233.00
Rest of Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Size graders,637.00,663.00,688.00,712.00,737.00,764.00,794.00,826.00,859.00,890.00,923.00,956.00,990.00
Rest of Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Weight graders,401.00,419.00,438.00,459.00,482.00,505.00,529.00,553.00,577.00,603.00,630.00,657.00,685.00
Rest of Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,411.00,425.00,440.00,456.00,472.00,490.00,507.00,523.00,539.00,554.00,571.00,587.00,603.00
Rest of Asia Pacific,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,10.00,11.00,11.00,12.00,12.00,13.00,14.00,14.00,15.00,16.00,17.00,18.00,19.00
Rest of Asia Pacific,By Equipment Type,Thermal Processing Equipment,Roasting systems,505.00,536.00,568.00,604.00,641.00,683.00,727.00,776.00,827.00,881.00,935.00,990.00,"1,045.00"
Rest of Asia Pacific,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,351.00,367.00,384.00,401.00,417.00,433.00,451.00,469.00,490.00,512.00,535.00,558.00,581.00
Rest of Asia Pacific,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",52.00,55.00,57.00,59.00,62.00,65.00,68.00,71.00,74.00,78.00,81.00,84.00,87.00
Brazil,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,615.00,639.00,662.00,684.00,707.00,732.00,760.00,791.00,821.00,851.00,882.00,913.00,944.00
Brazil,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,962.00,"1,023.00","1,090.00","1,160.00","1,232.00","1,306.00","1,382.00","1,464.00","1,551.00","1,644.00","1,741.00","1,839.00","1,940.00"
Brazil,By Equipment Type,Storage Equipment,Silos,50.00,52.00,54.00,56.00,58.00,60.00,62.00,65.00,68.00,70.00,73.00,76.00,79.00
Brazil,By Equipment Type,Storage Equipment,Storage bins and hoppers,461.00,481.00,501.00,522.00,545.00,571.00,599.00,629.00,660.00,690.00,721.00,750.00,778.00
Brazil,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,165.00,174.00,183.00,194.00,204.00,214.00,225.00,236.00,248.00,260.00,273.00,286.00,299.00
Brazil,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",562.00,583.00,607.00,633.00,660.00,690.00,721.00,753.00,786.00,817.00,848.00,878.00,906.00
Brazil,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,515.00,540.00,566.00,593.00,619.00,644.00,671.00,700.00,732.00,765.00,799.00,832.00,865.00
Brazil,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,277.00","1,343.00","1,414.00","1,489.00","1,568.00","1,652.00","1,741.00","1,836.00","1,934.00","2,036.00","2,137.00","2,241.00","2,344.00"
Brazil,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,492.00,521.00,552.00,586.00,622.00,661.00,701.00,742.00,785.00,829.00,877.00,926.00,976.00
